,Umap 1,Umap 2,discretized FADY
0,0.40373486,-4.109043,1
1,0.6529072,-4.2342234,2
2,0.5478166,-4.1276565,2
3,0.696174,-4.3903613,4
4,0.41682696,-4.611844,2
5,0.33062163,-4.770963,0
6,0.6402919,-4.722992,3
7,0.5388391,-5.1151924,2
8,0.36836573,-4.935569,0
9,0.25165144,-5.380453,2
10,0.42305917,-5.5683193,2
11,0.3299023,-5.824782,2
12,0.33112845,-6.187799,2
13,0.17922541,-6.403415,2
14,0.22806926,-6.6717763,2
15,0.07801694,-7.101271,0
16,0.004856695,-7.391466,2
17,-0.14285818,-7.879845,2
18,-0.24667032,-8.159348,0
19,-0.42311773,-8.637108,2
20,-0.52717024,-8.856015,2
21,-0.6419691,-9.173085,3
22,-0.74648446,-9.4205675,2
23,-0.9543649,-9.763471,1
24,-0.8370081,-9.934775,0
25,-1.0246084,-10.147016,1
26,-1.0404028,-10.2975025,2
27,-1.3488402,-10.526606,2
28,-1.198662,-10.811942,0
29,-1.5415779,-11.116357,2
30,-1.7670248,-11.577787,4
31,-1.8138367,-11.678804,4
32,-2.0017545,-11.963625,2
33,-2.4167898,-12.660755,2
34,-2.5801642,-12.766413,0
35,-2.5763807,-13.105872,2
36,-2.7839777,-13.433414,2
37,-2.8165207,-13.468106,2
38,-3.0490916,-13.824164,2
39,-2.949733,-13.77411,2
40,-2.8689876,-13.939936,2
41,-3.1188004,-14.110853,0
42,-3.2818508,-14.427131,2
43,-3.6472125,-14.720381,2
44,-3.55097,-14.956922,2
45,-3.738626,-15.183832,4
46,-3.6100519,-15.499658,1
47,-3.9007068,-15.794669,2
48,-3.9464202,-15.972662,1
49,-4.0182514,-16.234875,2
50,-4.1243367,-16.392748,0
51,-4.0731206,-16.660107,1
52,-4.2218137,-16.966116,2
53,-4.4133716,-17.62183,2
54,-4.498805,-17.82874,2
55,-4.5391784,-18.059923,0
56,-4.684114,-18.11892,2
57,-4.6635714,-18.544989,2
58,-4.833745,-18.626059,0
59,-4.984401,-18.82281,2
60,-5.152182,-19.158573,2
61,-5.1566525,-19.388544,2
62,-5.2999673,-19.730085,3
63,-5.5347977,-19.64223,1
64,-5.6429667,-19.919455,2
65,-5.3771353,-20.204676,3
66,-5.774289,-20.29925,2
67,-5.815832,-20.607937,2
68,-5.985075,-20.823994,2
69,-6.032611,-20.895914,0
70,-6.2027054,-21.21185,2
71,-6.297925,-21.52617,2
72,-6.2655454,-21.670252,2
73,-6.15984,-21.775606,0
74,-5.9976,-21.946894,2
75,-6.5488396,-22.195496,3
76,-6.274801,-22.182886,0
77,-6.2790446,-22.38282,2
78,-6.1477356,-22.55523,2
79,-6.243055,-22.621382,2
80,-6.5686264,-22.637081,3
81,-6.3019996,-22.688877,2
82,-6.0109377,-22.744925,2
